time,seconds_elapsed,z,y,x
1763082719222603000,0.17960302734375,-0.008959770202636719,0.006395071744918823,-0.001679748296737671
1763082719227603000,0.18460302734375,-0.007674217224121094,-0.004262790083885193,-0.0015496239066123962
1763082719232603000,0.189602783203125,-0.004780769348144531,-0.004358023405075073,-0.009534277021884918
1763082719237603000,0.19460302734375,0.0017232894897460938,-0.004753917455673218,0.0020627230405807495
1763082719242603000,0.19960302734375,-0.0037975311279296875,0.0005110502243041992,0.005135752260684967
1763082719247603000,0.20460302734375,-0.00014591217041015625,-0.008687809109687805,0.005668714642524719
1763082719252603000,0.209602783203125,0.010784149169921875,-0.0029606521129608154,-0.0011954456567764282
1763082719257603000,0.21460302734375,-0.008256912231445312,-0.0026747435331344604,-0.003258354961872101
1763082719262603000,0.21960302734375,0.0037784576416015625,0.0045542046427726746,-0.006966017186641693
1763082719267603000,0.22460302734375,0.006541252136230469,-0.002053089439868927,-0.007891789078712463
1763082719272603000,0.229602783203125,0.0035858154296875,-0.001605704426765442,0.00611741840839386
1763082719277603000,0.23460302734375,-0.012460708618164062,0.0027352944016456604,-0.004492208361625671
1763082719282603000,0.23960302734375,-0.00730133056640625,-0.0007804706692695618,0.0011251792311668396
1763082719287603000,0.24460302734375,0.0028772354125976562,0.012366563081741333,-0.0009275227785110474
1763082719292603000,0.249602783203125,-0.0012102127075195312,-0.0030513331294059753,0.0012571141123771667
1763082719297603000,0.25460302734375,-0.008115768432617188,-0.0010127723217010498,0.0011460110545158386
1763082719302603000,0.25960302734375,0.0020017623901367188,-0.011204421520233154,0.002933405339717865
1763082719307603000,0.26460302734375,-0.0071926116943359375,0.005463466048240662,0.006228327751159668
1763082719312603000,0.269602783203125,0.003963470458984375,-0.008367620408535004,-0.0011746883392333984
1763082719317603000,0.27460302734375,-0.0005102157592773438,-0.0013410300016403198,-0.0069370269775390625
1763082719322603000,0.27960302734375,-0.00189971923828125,-0.002891749143600464,-0.0032865405082702637
1763082719327603000,0.28460302734375,0.0074405670166015625,0.0011866390705108643,-0.0022962242364883423
1763082719332603000,0.289602783203125,-0.0034303665161132812,0.0009219422936439514,0.00019101053476333618
1763082719337603000,0.29460302734375,0.0008516311645507812,0.004553355276584625,-0.0009991154074668884
1763082719342603000,0.29960302734375,-0.0049419403076171875,-0.0011336654424667358,-0.0005728155374526978
1763082719347603000,0.30460302734375,-0.0007762908935546875,-0.0024829134345054626,0.004552409052848816
1763082719352603000,0.309602783203125,0.0012254714965820312,-0.0016605556011199951,0.0007690861821174622
1763082719357603000,0.31460302734375,0.003753662109375,0.0019301846623420715,0.0017845705151557922
1763082719362603000,0.31960302734375,0.0034694671630859375,0.004228971898555756,0.007443375885486603
1763082719367603000,0.32460302734375,-0.011689186096191406,0.0006151273846626282,0.004403814673423767
1763082719372603000,0.329602783203125,-0.007890701293945312,-0.005200326442718506,0.004904493689537048
1763082719377603000,0.33460302734375,0.0022735595703125,-0.00452636182308197,0.00016348809003829956
1763082719382603000,0.33960302734375,-0.0008087158203125,0.004174627363681793,0.010137796401977539
1763082719387603000,0.34460302734375,0.005589485168457031,0.0054666996002197266,-0.0020811110734939575
1763082719392603000,0.349602783203125,0.0015134811401367188,0.005282260477542877,0.004217684268951416
1763082719397603000,0.35460302734375,-0.0011768341064453125,-0.007776431739330292,0.004193723201751709
1763082719402603000,0.35960302734375,-0.006554603576660156,-0.0014621317386627197,-0.008011158555746078
1763082719407603000,0.36460302734375,0.001605987548828125,-0.0037987753748893738,-0.003609728068113327
1763082719412603000,0.369602783203125,0.0015697479248046875,-0.009154237806797028,0.007757343351840973
1763082719417603000,0.37460302734375,0.004856109619140625,0.0021321848034858704,0.001703217625617981
1763082719422603000,0.37960302734375,0.0011234283447265625,0.003848828375339508,0.00021436065435409546
1763082719427603000,0.38460302734375,-0.003688812255859375,-0.006684832274913788,0.0012934580445289612
1763082719432603000,0.389602783203125,-0.005837440490722656,0.0030634403228759766,0.0007214993238449097
1763082719437603000,0.39460302734375,0.0025281906127929688,0.0036129727959632874,-0.0043008700013160706
1763082719442603000,0.39960302734375,-0.0031414031982421875,-0.006404876708984375,0.007825523614883423
1763082719447603000,0.40460302734375,-0.0022830963134765625,0.0000720098614692688,0.003231257200241089
1763082719452603000,0.409602783203125,-0.0077266693115234375,-0.00704570859670639,0.002162650227546692
1763082719457603000,0.41460302734375,-0.0064945220947265625,0.0009104907512664795,-0.0007589161396026611
1763082719462603000,0.41960302734375,-0.007191658020019531,0.004271358251571655,-0.0006386414170265198
1763082719467603000,0.42460302734375,-0.001617431640625,-0.006464555859565735,-0.00333462655544281
1763082719472603000,0.429602783203125,-0.00007915496826171875,-0.002395518124103546,-0.002219945192337036
1763082719477603000,0.43460302734375,-0.006812095642089844,-0.00014659762382507324,0.0017798170447349548
1763082719482603000,0.43960302734375,0.0088958740234375,-0.003462851047515869,-0.0021464675664901733
1763082719487603000,0.44460302734375,-0.010233879089355469,-0.005178466439247131,-0.0009447932243347168
1763082719492603000,0.449602783203125,-0.0018978118896484375,-0.0051133036613464355,0.0015589222311973572
1763082719497603000,0.45460302734375,0.0069751739501953125,0.0037828832864761353,0.004576146602630615
1763082719502603000,0.45960302734375,0.0032291412353515625,-0.00022130459547042847,0.0034628883004188538
1763082719507603000,0.46460302734375,-0.001468658447265625,-0.0040989890694618225,-0.0037536509335041046
1763082719512603000,0.469602783203125,-0.015454292297363281,0.002940848469734192,0.0000443384051322937
1763082719517603000,0.47460302734375,-0.007518768310546875,0.008373826742172241,-0.005314704030752182
1763082719522603000,0.47960302734375,-0.008732795715332031,-0.0042286217212677,-0.004763104021549225
1763082719527603000,0.48460302734375,-0.0025081634521484375,0.0061297789216041565,0.009041368961334229
1763082719532603000,0.489602783203125,-0.00522613525390625,0.0024420171976089478,-0.007073167711496353
1763082719537603000,0.49460302734375,0.0007228851318359375,-0.0003083720803260803,0.002432025969028473
1763082719542603000,0.49960302734375,-0.006886482238769531,-0.002513475716114044,0.0030002668499946594
