time,seconds_elapsed,z,y,x
1762798092544744200,0.090744140625,9.794421195983887,0.09690931439399719,-0.1902294009923935
1762798092546818800,0.09281884765625,9.818349838256836,0.10169496387243271,-0.18065811693668365
1762798092548888000,0.09488818359375,9.808777809143066,0.09212367236614227,-0.1902294009923935
1762798092550957800,0.096957763671875,9.799206733703613,0.08733802288770676,-0.17587246000766754
1762798092553067000,0.09906689453125,9.80399227142334,0.08733802288770676,-0.1902294009923935
1762798092555172900,0.1011728515625,9.780064582824707,0.11126625537872314,-0.1902294009923935
1762798092557284400,0.103284423828125,9.794421195983887,0.11605189740657806,-0.18544375896453857
1762798092559393500,0.1053935546875,9.808777809143066,0.09690931439399719,-0.18544375896453857
1762798092561501200,0.107501220703125,9.790233612060547,0.08255238085985184,-0.1902294009923935
1762798092563611000,0.10961083984375,9.784850120544434,0.10169496387243271,-0.17587246000766754
1762798092565719800,0.1117197265625,9.794421195983887,0.10169496387243271,-0.1902294009923935
1762798092567828700,0.113828857421875,9.799206733703613,0.09212367236614227,-0.17587246000766754
1762798092569935400,0.115935302734375,9.799206733703613,0.08255238085985184,-0.17587246000766754
1762798092572044800,0.118044921875,9.78963565826416,0.08255238085985184,-0.18544375896453857
1762798092574152400,0.12015234375,9.80399227142334,0.09212367236614227,-0.1663011759519577
1762798092576262400,0.122262451171875,9.790233612060547,0.08255238085985184,-0.17108681797981262
1762798092578366700,0.12436669921875,9.794421195983887,0.09212367236614227,-0.1902294009923935
1762798092580466700,0.126466796875,9.77527904510498,0.09690931439399719,-0.18065811693668365
1762798092582588400,0.12858837890625,9.794421195983887,0.09212367236614227,-0.18065811693668365
1762798092584693200,0.130693359375,9.794421195983887,0.10648060590028763,-0.1902294009923935
1762798092586794500,0.13279443359375,9.78963565826416,0.09212367236614227,-0.17587246000766754
1762798092588913400,0.134913330078125,9.794421195983887,0.09690931439399719,-0.1950150430202484
1762798092591021600,0.137021484375,9.81356430053711,0.10648060590028763,-0.1902294009923935
1762798092593134600,0.139134521484375,9.81356430053711,0.10169496387243271,-0.1902294009923935
1762798092595240400,0.141240478515625,9.80399227142334,0.09212367236614227,-0.18065811693668365
1762798092597348400,0.143348388671875,9.827920913696289,0.0975075215101242,-0.17587246000766754
