# Target Sample Rate: 200 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2025-11-06 23:43:56.086
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
23:45:16:895,-0.0025,0.0091,-0.0042,0.01
23:45:16:909,-0.0119,0.0233,0.0148,0.03
23:45:16:909,-0.0119,0.0137,0.0052,0.02
23:45:16:914,-0.0023,0.0135,0.0194,0.02
23:45:16:920,-0.0024,0.0088,-0.0045,0.01
23:45:16:933,-0.0024,0.0040,0.0003,0.00
23:45:16:940,0.0024,0.0182,0.0003,0.02
23:45:16:951,-0.0072,0.0038,-0.0140,0.02
23:45:16:951,-0.0072,0.0086,0.0147,0.02
23:45:16:955,-0.0024,0.0039,0.0098,0.01
23:45:16:968,0.0023,0.0135,0.0002,0.01
23:45:16:985,-0.0122,0.0182,-0.0047,0.02
23:45:16:990,-0.0026,0.0133,-0.0043,0.01
23:45:17:001,-0.0027,0.0133,0.0195,0.02
23:45:17:002,-0.0027,0.0132,0.0003,0.01
23:45:17:005,-0.0026,0.0085,0.0003,0.01
23:45:17:017,-0.0073,0.0132,0.0146,0.02
23:45:17:018,-0.0074,0.0178,0.0002,0.02
23:45:17:020,-0.0121,0.0083,-0.0046,0.02
23:45:17:034,-0.0025,0.0036,0.0145,0.02
23:45:17:035,-0.0025,0.0179,0.0049,0.02
23:45:17:036,-0.0073,0.0083,0.0048,0.01
23:45:17:052,0.0022,0.0083,0.0048,0.01
23:45:17:069,-0.0167,0.0179,0.0096,0.03
23:45:17:089,-0.0023,0.0082,0.0096,0.01
23:45:17:106,-0.0069,0.0131,-0.0001,0.01
23:45:17:124,-0.0163,0.0082,0.0048,0.02
23:45:17:139,0.0028,0.0130,0.0189,0.02
23:45:17:163,-0.0068,0.0035,0.0044,0.01
23:45:17:171,-0.0021,0.0131,0.0137,0.02
23:45:17:186,-0.0116,0.0130,0.0041,0.02
23:45:17:191,-0.0067,0.0180,0.0085,0.02
23:45:17:206,-0.0066,0.0179,0.0131,0.02
23:45:17:207,-0.0159,0.0132,0.0130,0.02
23:45:17:208,-0.0063,0.0037,-0.0013,0.01
23:45:17:224,0.0033,0.0133,-0.0013,0.01
23:45:17:242,0.0032,0.0087,0.0081,0.01
23:45:17:259,-0.0012,0.0136,0.0033,0.01
23:45:17:278,-0.0058,0.0041,-0.0062,0.01
23:45:17:295,-0.0152,0.0138,0.0175,0.03
23:45:17:310,-0.0103,0.0138,0.0078,0.02
23:45:17:328,-0.0008,0.0091,0.0124,0.02
23:45:17:337,-0.0056,0.0187,-0.0118,0.02
23:45:17:346,-0.0151,0.0091,-0.0069,0.02
23:45:17:347,0.0040,0.0044,0.0074,0.01
23:45:17:360,-0.0103,0.0140,0.0026,0.02
23:45:17:380,-0.0056,0.0092,-0.0023,0.01
23:45:17:398,0.0087,0.0186,0.0120,0.02
23:45:17:417,-0.0153,0.0186,0.0117,0.03
23:45:17:436,-0.0060,0.0089,0.0207,0.02
23:45:17:454,-0.0158,0.0087,0.0012,0.02
23:45:17:470,-0.0109,0.0134,-0.0035,0.02
23:45:17:488,-0.0016,0.0135,0.0154,0.02
23:45:17:506,-0.0017,0.0134,0.0243,0.03
23:45:17:524,-0.0065,0.0086,0.0050,0.01
23:45:17:540,-0.0064,0.0038,0.0096,0.01
23:45:17:547,-0.0113,0.0132,-0.0046,0.02
23:45:17:552,-0.0018,0.0131,-0.0046,0.01
23:45:17:557,-0.0066,0.0130,0.0240,0.03
23:45:17:569,-0.0019,0.0082,0.0238,0.03
23:45:17:569,0.0028,0.0129,0.0188,0.02
23:45:17:572,-0.0068,0.0082,0.0377,0.04
23:45:17:588,-0.0115,0.0177,0.0136,0.03
23:45:17:604,-0.0114,0.0033,-0.0054,0.01
23:45:17:621,0.0028,0.0175,0.0135,0.02
23:45:17:640,-0.0161,0.0126,0.0179,0.03
23:45:17:656,-0.0113,0.0125,-0.0013,0.02
23:45:17:672,-0.0018,0.0029,0.0081,0.01
23:45:17:690,-0.0066,0.0075,0.0033,0.01
23:45:17:706,-0.0018,0.0076,0.0127,0.01
23:45:17:724,-0.0019,0.0170,0.0170,0.02
23:45:17:741,-0.0068,0.0121,-0.0022,0.01
23:45:17:757,0.0123,0.0024,0.0024,0.01
23:45:17:774,-0.0021,0.0024,0.0069,0.01
23:45:17:789,-0.0116,0.0165,0.0021,0.02
23:45:17:806,-0.0020,0.0117,0.0116,0.02
23:45:17:821,-0.0020,0.0067,0.0019,0.01
23:45:17:838,-0.0115,0.0113,0.0067,0.02
23:45:17:856,0.0028,0.0110,0.0018,0.01
23:45:17:875,-0.0165,0.0157,-0.0031,0.02
23:45:17:892,-0.0117,0.0062,-0.0030,0.01
23:45:17:908,-0.0117,0.0157,0.0065,0.02
23:45:17:924,-0.0021,0.0108,0.0016,0.01
23:45:17:940,-0.0068,0.0154,0.0013,0.02
23:45:17:958,-0.0066,0.0106,0.0011,0.01
23:45:17:973,-0.0066,0.0059,0.0057,0.01
23:45:17:993,-0.0112,0.0108,0.0150,0.02
23:45:18:000,-0.0062,0.0015,0.0146,0.02
23:45:18:005,-0.0015,0.0111,0.0193,0.02
23:45:18:009,-0.0063,0.0110,-0.0046,0.01
23:45:18:022,-0.0016,0.0063,0.0192,0.02
23:45:18:023,-0.0016,0.0158,0.0142,0.02
23:45:18:024,-0.0065,0.0110,0.0046,0.01
23:45:18:038,0.0031,0.0110,0.0046,0.01
23:45:18:038,-0.0064,-0.0080,-0.0002,0.01
23:45:18:039,-0.0064,0.0112,0.0141,0.02
23:45:18:056,-0.0064,0.0064,0.0044,0.01
23:45:18:073,-0.0065,0.0111,-0.0004,0.01
23:45:18:093,-0.0017,0.0158,0.0089,0.02
23:45:18:108,-0.0113,0.0112,0.0038,0.02
23:45:18:123,-0.0063,0.0017,0.0085,0.01
23:45:18:139,-0.0016,0.0065,0.0130,0.01
23:45:18:157,-0.0063,0.0112,0.0080,0.02
23:45:18:174,-0.0016,0.0161,0.0076,0.02
23:45:18:191,-0.0016,0.0066,-0.0021,0.01
23:45:18:210,-0.0064,0.0067,0.0074,0.01
23:45:18:228,-0.0018,0.0162,0.0214,0.03
23:45:18:243,0.0028,0.0161,0.0212,0.03
23:45:18:260,0.0026,0.0113,0.0019,0.01
23:45:18:277,-0.0021,0.0065,0.0114,0.01
23:45:18:293,-0.0068,-0.0076,-0.0030,0.01
23:45:18:310,-0.0023,0.0021,-0.0031,0.00
23:45:18:327,-0.0069,0.0165,0.0016,0.02
23:45:18:342,-0.0021,0.0118,0.0061,0.01
23:45:18:357,-0.0068,0.0070,0.0108,0.01
23:45:18:363,-0.0067,0.0166,0.0060,0.02
23:45:18:380,-0.0068,0.0118,0.0107,0.02
23:45:18:399,-0.0116,0.0024,0.0014,0.01
23:45:18:418,-0.0020,0.0168,-0.0082,0.02
23:45:18:436,-0.0021,0.0072,0.0013,0.01
23:45:18:454,-0.0068,0.0027,-0.0086,0.01
23:45:18:471,-0.0021,0.0027,0.0152,0.02
23:45:18:486,0.0027,0.0074,0.0248,0.03
23:45:18:486,-0.0116,0.0074,-0.0181,0.02
23:45:18:487,-0.0022,0.0073,0.0105,0.01
23:45:18:520,0.0025,0.0026,0.0198,0.02
23:45:18:544,-0.0069,0.0075,-0.0039,0.01
23:45:18:552,-0.0021,0.0170,0.0007,0.02
23:45:18:557,-0.0023,0.0170,0.0102,0.02
23:45:18:571,-0.0023,0.0122,0.0149,0.02
23:45:18:576,-0.0073,0.0123,0.0051,0.02
23:45:18:588,-0.0025,0.0123,0.0050,0.01
23:45:18:588,-0.0025,0.0123,0.0002,0.01
23:45:18:592,0.0070,0.0123,-0.0045,0.01
23:45:18:604,0.0069,0.0171,0.0145,0.02
23:45:18:605,-0.0169,0.0171,0.0049,0.02
23:45:18:607,-0.0120,0.0170,-0.0094,0.02
23:45:18:611,-0.0072,0.0122,-0.0045,0.01
23:45:18:621,-0.0024,0.0122,-0.0045,0.01
23:45:18:621,-0.0025,0.0075,-0.0045,0.01
23:45:18:627,-0.0120,-0.0019,0.0146,0.02
23:45:18:639,-0.0072,0.0030,0.0002,0.01
23:45:18:639,-0.0024,0.0078,0.0049,0.01
23:45:18:642,0.0024,0.0031,0.0097,0.01
23:45:18:655,-0.0215,0.0174,-0.0047,0.03
23:45:18:655,-0.0071,0.0079,-0.0094,0.01
23:45:18:657,0.0024,0.0080,-0.0045,0.01
23:45:18:661,-0.0120,0.0080,0.0145,0.02
23:45:18:671,-0.0024,0.0128,0.0001,0.01
23:45:18:672,-0.0072,0.0081,0.0096,0.01
23:45:18:677,-0.0024,0.0129,0.0095,0.02
23:45:18:688,-0.0024,0.0130,-0.0000,0.01
23:45:18:688,-0.0071,0.0083,0.0047,0.01
23:45:18:692,-0.0119,-0.0011,-0.0001,0.01
23:45:18:704,-0.0022,0.0133,0.0047,0.01
23:45:18:705,-0.0023,0.0181,0.0046,0.02
23:45:18:707,-0.0023,0.0087,-0.0049,0.01
23:45:18:712,-0.0118,0.0183,0.0189,0.03
23:45:18:722,-0.0070,0.0088,0.0045,0.01
23:45:18:722,-0.0069,0.0136,-0.0050,0.02
23:45:18:727,-0.0068,0.0137,-0.0098,0.02
23:45:18:739,-0.0115,0.0089,-0.0002,0.01
23:45:18:740,-0.0114,0.0138,0.0046,0.02
23:45:18:742,-0.0114,0.0090,-0.0145,0.02
23:45:18:761,-0.0066,0.0043,-0.0001,0.01
23:45:18:782,0.0030,0.0092,-0.0049,0.01
23:45:18:787,-0.0161,0.0142,0.0045,0.02
23:45:18:793,-0.0018,0.0143,0.0092,0.02
23:45:18:804,-0.0066,0.0096,0.0044,0.01
23:45:18:805,-0.0018,0.0002,0.0044,0.00
23:45:18:807,-0.0113,0.0097,-0.0099,0.02
23:45:18:822,-0.0065,0.0192,-0.0146,0.02
23:45:18:828,0.0030,0.0001,-0.0097,0.01
23:45:18:844,-0.0019,0.0098,-0.0096,0.01
23:45:18:864,0.0027,0.0052,0.0048,0.01
23:45:18:882,-0.0114,0.0148,0.0093,0.02
23:45:18:899,-0.0020,0.0100,0.0044,0.01
23:45:18:908,0.0027,0.0006,-0.0052,0.01
23:45:18:923,0.0027,0.0008,-0.0051,0.01
23:45:18:929,-0.0070,0.0150,-0.0003,0.02
23:45:18:945,-0.0022,0.0055,-0.0003,0.01
23:45:18:967,-0.0023,0.0198,-0.0003,0.02
23:45:18:986,-0.0070,0.0151,0.0044,0.02
23:45:19:004,-0.0071,0.0151,0.0045,0.02
23:45:19:020,-0.0070,0.0103,-0.0096,0.02
23:45:19:036,-0.0023,0.0104,-0.0048,0.01
23:45:19:054,-0.0118,0.0056,-0.0000,0.01
23:45:19:070,-0.0069,0.0057,0.0048,0.01
23:45:19:086,-0.0116,0.0152,0.0047,0.02
23:45:19:103,-0.0068,0.0103,-0.0047,0.01
23:45:19:122,-0.0067,0.0057,0.0049,0.01
23:45:19:129,-0.0116,0.0154,-0.0096,0.02
23:45:19:142,-0.0020,0.0153,-0.0047,0.02
23:45:19:142,-0.0162,0.0105,-0.0095,0.02
23:45:19:145,-0.0112,0.0058,0.0001,0.01
23:45:19:160,-0.0017,0.0248,-0.0094,0.03
23:45:19:181,-0.0066,0.0200,0.0002,0.02
23:45:19:202,-0.0018,0.0153,0.0003,0.02
23:45:19:219,-0.0112,0.0011,-0.0092,0.01
23:45:19:235,-0.0017,0.0058,0.0052,0.01
23:45:19:251,-0.0018,0.0059,0.0003,0.01
23:45:19:268,-0.0016,0.0155,0.0003,0.02
23:45:19:287,-0.0064,0.0203,0.0050,0.02
23:45:19:303,-0.0110,0.0154,-0.0045,0.02
23:45:19:318,-0.0110,-0.0037,0.0003,0.01
23:45:19:334,-0.0060,0.0154,0.0003,0.02
23:45:19:350,-0.0108,0.0106,-0.0045,0.02
23:45:19:369,-0.0061,0.0154,0.0003,0.02
23:45:19:385,-0.0011,0.0059,-0.0043,0.01
23:45:19:391,-0.0104,0.0154,-0.0138,0.02
23:45:19:404,-0.0009,0.0059,-0.0042,0.01
23:45:19:417,0.0039,0.0060,0.0100,0.01
23:45:19:418,-0.0009,0.0108,0.0100,0.01
23:45:19:420,0.0038,0.0155,0.0051,0.02
23:45:19:425,0.0038,0.0202,0.0146,0.03
23:45:19:442,-0.0058,0.0106,0.0097,0.02
23:45:19:465,-0.0104,0.0108,0.0100,0.02
23:45:19:478,0.0136,0.0108,0.0241,0.03
23:45:19:479,0.0135,0.0108,0.0381,0.04
23:45:19:480,-0.0056,0.0108,0.0046,0.01
23:45:19:485,-0.0055,0.0155,0.0140,0.02
23:45:19:490,-0.0053,0.0060,0.0186,0.02
23:45:19:497,-0.0005,0.0013,0.0042,0.00
23:45:19:505,-0.0099,0.0156,-0.0005,0.02
23:45:19:506,-0.0002,0.0109,-0.0005,0.01
23:45:19:510,-0.0049,0.0109,-0.0005,0.01
23:45:19:529,-0.0000,0.0108,-0.0195,0.02
23:45:19:547,-0.0187,0.0107,-0.0287,0.04
23:45:19:558,-0.0133,0.0060,-0.0231,0.03
23:45:19:560,-0.0132,0.0013,-0.0134,0.02
23:45:19:574,-0.0132,0.0157,-0.0133,0.02
23:45:19:594,0.0105,0.0061,0.0059,0.01
23:45:19:621,0.0103,0.0107,0.0104,0.02
23:45:19:637,-0.0039,0.0108,-0.0274,0.03
23:45:19:646,-0.0133,0.0061,-0.0174,0.02
23:45:19:657,-0.0085,0.0251,-0.0172,0.03
23:45:19:657,-0.0084,0.0249,-0.0361,0.04
23:45:19:661,-0.0036,0.0153,-0.0215,0.03
23:45:19:675,0.0012,0.0057,-0.0071,0.01
23:45:19:681,-0.0036,0.0152,-0.0068,0.02
23:45:19:691,-0.0035,0.0199,-0.0163,0.03
23:45:19:691,0.0059,0.0103,-0.0256,0.03
23:45:19:696,0.0058,0.0104,-0.0112,0.02
23:45:19:707,-0.0085,0.0104,-0.0206,0.02
23:45:19:708,-0.0084,0.0103,-0.0251,0.03
23:45:19:711,-0.0038,0.0056,-0.0297,0.03
23:45:19:724,-0.0037,0.0056,-0.0199,0.02
23:45:19:725,-0.0132,0.0104,-0.0245,0.03
23:45:19:726,0.0011,0.0104,-0.0243,0.03
23:45:19:731,-0.0085,0.0057,-0.0289,0.03
23:45:19:741,-0.0085,0.0011,-0.0286,0.03
23:45:19:742,-0.0132,0.0154,-0.0236,0.03
23:45:19:746,0.0058,0.0059,-0.0092,0.01
23:45:19:757,-0.0037,0.0107,-0.0234,0.03
23:45:19:758,-0.0132,0.0059,-0.0279,0.03
23:45:19:761,-0.0084,0.0154,-0.0277,0.03
23:45:19:774,-0.0037,0.0154,-0.0179,0.02
23:45:19:776,-0.0084,0.0059,-0.0225,0.02
23:45:19:776,-0.0036,0.0107,-0.0271,0.03
23:45:19:791,-0.0084,0.0107,-0.0221,0.03
23:45:19:797,0.0010,0.0107,-0.0215,0.02
23:45:19:810,0.0057,0.0059,-0.0261,0.03
23:45:19:811,-0.0039,0.0154,-0.0401,0.04
23:45:19:812,-0.0040,0.0011,-0.0255,0.03
23:45:19:833,-0.0135,0.0107,-0.0158,0.02
23:45:19:851,-0.0086,0.0059,-0.0340,0.04
23:45:19:868,0.0009,0.0203,-0.0188,0.03
23:45:19:887,-0.0041,0.0059,-0.0229,0.02
23:45:19:903,-0.0091,0.0108,-0.0268,0.03
23:45:19:918,-0.0092,0.0106,-0.0261,0.03
23:45:19:936,-0.0092,0.0059,-0.0302,0.03
23:45:19:951,-0.0044,0.0108,-0.0343,0.04
23:45:19:968,0.0004,0.0060,-0.0288,0.03
23:45:19:984,-0.0091,0.0108,-0.0327,0.04
23:45:20:001,-0.0090,0.0203,-0.0463,0.05
23:45:20:009,-0.0042,0.0153,-0.0260,0.03
23:45:20:013,-0.0042,-0.0037,-0.0258,0.03
23:45:20:025,-0.0090,0.0154,-0.0398,0.04
23:45:20:026,-0.0137,0.0106,-0.0300,0.03
23:45:20:028,-0.0089,0.0059,-0.0344,0.04
23:45:20:046,0.0006,0.0059,-0.0294,0.03
23:45:20:066,-0.0184,0.0059,-0.0426,0.05
23:45:20:081,-0.0091,0.0107,-0.0133,0.02
23:45:20:088,-0.0090,0.0059,-0.0221,0.02
23:45:20:093,-0.0137,-0.0035,-0.0362,0.04
23:45:20:098,-0.0089,0.0014,-0.0264,0.03
23:45:20:110,-0.0137,0.0156,-0.0309,0.04
23:45:20:110,-0.0136,0.0061,-0.0306,0.03
23:45:20:113,0.0007,0.0061,-0.0161,0.02
23:45:20:131,-0.0041,0.0157,-0.0303,0.03
23:45:20:148,-0.0089,0.0110,-0.0341,0.04
23:45:20:155,-0.0137,0.0061,-0.0237,0.03
23:45:20:158,-0.0089,0.0109,-0.0282,0.03
23:45:20:163,-0.0089,0.0108,-0.0185,0.02
23:45:20:175,-0.0088,0.0061,-0.0326,0.03
23:45:20:176,-0.0088,0.0157,-0.0275,0.03
23:45:20:179,-0.0088,0.0109,-0.0321,0.03
23:45:20:196,-0.0088,0.0109,-0.0365,0.04
23:45:20:217,-0.0040,0.0156,-0.0307,0.03
23:45:20:223,0.0005,0.0156,-0.0204,0.03
23:45:20:229,0.0004,0.0061,-0.0155,0.02
23:45:20:243,-0.0043,0.0109,-0.0201,0.02
23:45:20:249,-0.0044,0.0109,-0.0100,0.02
23:45:20:265,-0.0091,0.0014,-0.0099,0.01
23:45:20:281,-0.0043,0.0204,-0.0096,0.02
23:45:20:296,-0.0089,0.0014,-0.0187,0.02
23:45:20:311,-0.0041,0.0156,-0.0087,0.02
23:45:20:327,-0.0087,0.0156,-0.0272,0.03
23:45:20:344,-0.0086,0.0108,-0.0172,0.02
23:45:20:361,0.0008,0.0061,-0.0120,0.01
23:45:20:377,0.0006,0.0108,-0.0069,0.01
23:45:20:393,0.0006,0.0155,-0.0114,0.02
23:45:20:399,-0.0090,0.0107,0.0030,0.01
23:45:20:416,-0.0042,0.0203,-0.0113,0.02
23:45:20:424,-0.0090,0.0201,-0.0109,0.02
23:45:20:429,-0.0042,-0.0037,-0.0061,0.01
23:45:20:444,-0.0089,0.0154,0.0035,0.02
23:45:20:449,0.0006,0.0106,0.0082,0.01
23:45:20:464,-0.0090,0.0106,0.0034,0.01
23:45:20:464,-0.0089,0.0059,-0.0061,0.01
23:45:20:465,-0.0136,0.0107,0.0082,0.02
23:45:20:489,-0.0040,0.0107,0.0033,0.01
23:45:20:506,-0.0088,0.0009,-0.0061,0.01
23:45:20:523,-0.0041,0.0058,0.0034,0.01
23:45:20:537,-0.0042,0.0107,0.0034,0.01
23:45:20:537,-0.0089,0.0107,0.0129,0.02
23:45:20:539,-0.0042,0.0059,0.0080,0.01
23:45:20:545,0.0005,0.0059,0.0126,0.01
23:45:20:550,-0.0043,0.0060,0.0078,0.01
23:45:20:567,-0.0044,0.0060,0.0030,0.01
23:45:20:582,-0.0091,0.0060,0.0171,0.02
23:45:20:590,-0.0091,0.0156,0.0025,0.02
23:45:20:595,-0.0186,0.0060,0.0214,0.03
23:45:20:600,-0.0042,0.0108,0.0070,0.01
23:45:20:611,-0.0043,0.0156,-0.0073,0.02
23:45:20:611,-0.0042,0.0013,0.0118,0.01
23:45:20:616,-0.0042,0.0108,0.0117,0.02
23:45:20:637,-0.0042,0.0156,0.0163,0.02
23:45:20:656,-0.0091,0.0060,0.0112,0.02
23:45:20:675,-0.0091,0.0155,0.0108,0.02
23:45:20:692,-0.0092,0.0059,0.0151,0.02
23:45:20:707,-0.0044,0.0105,0.0101,0.02
23:45:20:726,-0.0045,0.0154,0.0050,0.02
23:45:20:741,-0.0043,0.0009,0.0048,0.01
23:45:20:756,-0.0090,0.0106,0.0188,0.02
23:45:20:772,-0.0138,0.0104,-0.0005,0.02
23:45:20:787,0.0004,0.0103,0.0135,0.02
23:45:20:805,-0.0045,0.0151,0.0180,0.02
23:45:20:821,-0.0044,0.0055,0.0178,0.02
23:45:20:837,-0.0092,0.0198,0.0172,0.03
23:45:20:854,-0.0091,0.0197,0.0027,0.02
23:45:20:870,-0.0091,0.0053,0.0167,0.02
23:45:20:891,-0.0139,0.0148,0.0067,0.02
23:45:20:906,-0.0043,0.0147,0.0158,0.02
23:45:20:922,-0.0090,0.0100,0.0107,0.02
23:45:20:938,-0.0089,0.0146,0.0198,0.03
23:45:20:956,-0.0089,0.0051,0.0146,0.02
23:45:20:972,-0.0087,0.0099,0.0187,0.02
23:45:20:978,0.0053,0.0099,0.0230,0.03
23:45:20:983,0.0005,0.0052,0.0133,0.01
23:45:20:995,-0.0044,0.0100,0.0037,0.01
23:45:20:996,-0.0044,0.0053,0.0132,0.01
23:45:20:998,-0.0044,0.0053,0.0131,0.01
23:45:21:013,-0.0091,0.0148,0.0035,0.02
23:45:21:031,0.0006,0.0101,0.0079,0.01
23:45:21:048,-0.0089,0.0149,0.0171,0.02
23:45:21:064,-0.0087,0.0053,0.0216,0.02
23:45:21:080,-0.0038,0.0056,0.0163,0.02
23:45:21:097,0.0058,0.0102,0.0159,0.02
23:45:21:114,-0.0086,0.0055,0.0108,0.01
23:45:21:131,0.0008,0.0102,0.0152,0.02
23:45:21:149,-0.0040,0.0054,0.0100,0.01
23:45:21:166,-0.0087,0.0196,0.0143,0.03
23:45:21:183,0.0009,0.0053,0.0044,0.01
23:45:21:199,-0.0040,0.0006,0.0040,0.01
23:45:21:216,-0.0040,0.0148,0.0134,0.02
23:45:21:234,-0.0182,0.0053,0.0130,0.02
23:45:21:251,-0.0133,0.0149,0.0270,0.03
23:45:21:267,0.0010,0.0103,0.0123,0.02
23:45:21:282,-0.0133,0.0103,0.0214,0.03
23:45:21:298,-0.0036,0.0057,0.0210,0.02
23:45:21:322,-0.0131,0.0105,0.0112,0.02
23:45:21:338,0.0013,0.0055,0.0250,0.03
23:45:21:355,0.0060,0.0056,0.0150,0.02
23:45:21:372,-0.0085,0.0151,0.0100,0.02
23:45:21:389,0.0011,0.0150,0.0144,0.02
23:45:21:406,-0.0083,0.0008,0.0141,0.02
23:45:21:424,0.0011,0.0150,0.0187,0.02
23:45:21:432,-0.0132,0.0007,0.0137,0.02
23:45:21:434,0.0011,0.0055,0.0183,0.02
23:45:21:452,-0.0132,0.0104,0.0134,0.02
23:45:21:458,-0.0082,0.0149,0.0228,0.03
23:45:21:464,0.0013,0.0101,0.0036,0.01
23:45:21:469,-0.0082,0.0054,0.0226,0.02
23:45:21:482,-0.0082,0.0007,0.0177,0.02
23:45:21:482,-0.0034,0.0103,0.0080,0.01
23:45:21:484,-0.0081,0.0103,0.0080,0.02
23:45:21:500,-0.0033,0.0055,0.0031,0.01
23:45:21:517,-0.0082,0.0008,0.0078,0.01
23:45:21:534,0.0109,0.0153,0.0172,0.03
23:45:21:551,-0.0082,0.0200,0.0121,0.02
23:45:21:572,-0.0082,0.0054,0.0070,0.01
23:45:21:590,-0.0032,0.0053,0.0067,0.01
23:45:21:607,-0.0032,0.0101,-0.0029,0.01
23:45:21:615,-0.0033,0.0101,0.0017,0.01
23:45:21:619,-0.0033,0.0101,0.0112,0.02
23:45:21:636,-0.0033,0.0101,0.0159,0.02
23:45:21:645,-0.0033,0.0149,0.0109,0.02
23:45:21:649,-0.0080,0.0101,0.0155,0.02
23:45:21:666,-0.0080,0.0053,0.0059,0.01
23:45:21:688,-0.0080,0.0102,0.0105,0.02
23:45:21:706,-0.0032,0.0055,0.0053,0.01
23:45:21:723,-0.0127,0.0198,0.0051,0.02
23:45:21:740,0.0016,0.0055,0.0191,0.02
23:45:21:757,-0.0031,0.0150,0.0140,0.02
23:45:21:776,0.0017,0.0054,0.0042,0.01
23:45:21:794,0.0016,0.0056,0.0088,0.01
23:45:21:809,-0.0127,0.0150,0.0039,0.02
23:45:21:825,-0.0079,0.0151,0.0132,0.02
23:45:21:842,-0.0030,0.0151,0.0127,0.02
23:45:21:859,-0.0219,-0.0039,0.0030,0.02
23:45:21:875,0.0066,0.0151,0.0077,0.02
23:45:21:891,0.0020,0.0054,0.0028,0.01
23:45:21:908,-0.0170,0.0103,0.0028,0.02
23:45:21:925,-0.0073,0.0056,-0.0066,0.01
23:45:21:940,-0.0072,0.0056,-0.0062,0.01
23:45:21:960,-0.0072,0.0150,-0.0204,0.03
23:45:21:975,-0.0069,0.0098,-0.0339,0.04
23:45:21:990,-0.0020,0.0051,-0.0143,0.02
23:45:22:007,-0.0067,0.0052,-0.0513,0.05
23:45:22:027,-0.0067,0.0053,-0.0549,0.06
23:45:22:044,-0.0163,0.0102,-0.0718,0.07
23:45:22:060,-0.0067,0.0195,-0.0700,0.07
23:45:22:076,-0.0113,0.0145,-0.0872,0.09
23:45:22:091,0.0032,0.0050,-0.0797,0.08
23:45:22:092,-0.0110,0.0099,-0.0791,0.08
23:45:22:093,-0.0062,0.0052,-0.1022,0.10
23:45:22:105,-0.0062,0.0148,-0.1013,0.10
23:45:22:106,-0.0014,0.0100,-0.1005,0.10
23:45:22:109,0.0034,0.0053,-0.1139,0.11
23:45:22:131,-0.0062,0.0149,-0.1082,0.11
23:45:22:144,-0.0016,0.0102,-0.1221,0.12
23:45:22:145,0.0031,0.0054,-0.1258,0.13
23:45:22:152,-0.0111,0.0101,-0.1568,0.16
23:45:22:164,-0.0063,0.0100,-0.1317,0.13
23:45:22:184,-0.0063,0.0098,-0.1425,0.14
23:45:22:201,0.0032,0.0100,-0.1473,0.15
23:45:22:217,-0.0016,0.0148,-0.1673,0.17
23:45:22:234,-0.0063,0.0052,-0.1678,0.17
23:45:22:250,0.0032,0.0240,-0.1762,0.18
23:45:22:265,-0.0063,0.0145,-0.1906,0.19
23:45:22:283,0.0032,0.0145,-0.1764,0.18
23:45:22:288,-0.0063,-0.0045,-0.1955,0.20
23:45:22:300,-0.0110,0.0099,-0.2081,0.21
23:45:22:301,-0.0015,0.0004,-0.2112,0.21
23:45:22:303,-0.0110,0.0146,-0.2141,0.21
23:45:22:316,0.0033,0.0098,-0.2029,0.20
23:45:22:316,-0.0062,0.0050,-0.2012,0.20
23:45:22:318,-0.0109,0.0051,-0.2042,0.20
23:45:22:332,-0.0013,0.0146,-0.2073,0.21
23:45:22:332,-0.0061,0.0098,-0.2056,0.21
23:45:22:333,-0.0013,0.0003,-0.2038,0.20
23:45:22:338,-0.0060,0.0193,-0.2021,0.20
23:45:22:351,-0.0107,0.0098,-0.2005,0.20
23:45:22:351,-0.0011,0.0146,-0.2035,0.20
23:45:22:352,-0.0011,0.0099,-0.2018,0.20
23:45:22:368,-0.0058,0.0100,-0.2049,0.21
23:45:22:385,-0.0058,0.0149,-0.2093,0.21
23:45:22:403,-0.0009,0.0195,-0.2070,0.21
23:45:22:418,-0.0103,0.0147,-0.2161,0.22
23:45:22:434,-0.0103,0.0052,-0.2061,0.21
23:45:22:442,0.0088,0.0004,-0.2105,0.21
23:45:22:454,-0.0055,0.0195,-0.2117,0.21
23:45:22:463,0.0040,0.0148,-0.2017,0.20
23:45:22:468,-0.0057,0.0101,-0.2095,0.21
23:45:22:484,-0.0009,0.0148,-0.2125,0.21
23:45:22:504,-0.0009,0.0099,-0.2073,0.21
23:45:22:523,-0.0056,0.0148,-0.2051,0.21
23:45:22:545,-0.0105,0.0100,-0.2030,0.20
23:45:22:561,-0.0056,0.0051,-0.1917,0.19
23:45:22:579,-0.0009,0.0100,-0.1869,0.19
23:45:22:594,-0.0009,-0.0044,-0.1855,0.19
23:45:22:611,-0.0009,0.0145,-0.1810,0.18
23:45:22:626,0.0037,0.0004,-0.1623,0.16
23:45:22:641,-0.0010,0.0149,-0.1818,0.18
23:45:22:642,0.0085,0.0149,-0.1755,0.18
23:45:22:643,-0.0059,0.0149,-0.1741,0.17
23:45:22:660,-0.0011,0.0054,-0.1773,0.18
23:45:22:675,-0.0058,0.0054,-0.1808,0.18
23:45:22:690,-0.0011,0.0101,-0.1763,0.18
