# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 50 Hz
# Recording started at: 2025-11-06 23:57:27.431
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
176.239744,0.0041,0.0020,-0.0345,0.03
176.255604,0.0040,-0.0027,-0.0298,0.03
176.272317,-0.0054,-0.0027,-0.0298,0.03
176.289783,-0.0007,-0.0027,-0.0298,0.03
176.306433,-0.0007,-0.0027,-0.0250,0.03
176.323313,-0.0055,0.0020,-0.0250,0.03
176.346416,-0.0007,0.0021,-0.0345,0.03
176.363177,-0.0007,0.0021,-0.0345,0.03
176.379293,0.0040,0.0022,-0.0345,0.03
176.391879,-0.0008,0.0022,-0.0298,0.03
176.415788,-0.0007,0.0022,-0.0298,0.03
176.430386,0.0088,0.0022,-0.0345,0.04
176.447692,-0.0008,-0.0025,-0.0250,0.03
176.466113,-0.0009,-0.0025,-0.0298,0.03
176.481860,-0.0009,-0.0024,-0.0345,0.03
176.499061,-0.0009,0.0023,-0.0298,0.03
176.513748,-0.0010,0.0023,-0.0345,0.03
176.528772,-0.0009,0.0070,-0.0298,0.03
176.546735,-0.0010,0.0023,-0.0345,0.03
176.565344,-0.0010,-0.0025,-0.0250,0.03
176.580285,-0.0011,-0.0025,-0.0298,0.03
176.596325,-0.0012,-0.0026,-0.0345,0.03
176.612721,0.0035,-0.0026,-0.0345,0.03
176.632505,0.0035,0.0022,-0.0297,0.03
176.646697,0.0035,-0.0026,-0.0298,0.03
176.663433,-0.0013,-0.0026,-0.0297,0.03
176.680549,-0.0013,0.0021,-0.0297,0.03
176.696787,-0.0013,-0.0027,-0.0250,0.03
176.714103,0.0035,0.0020,-0.0250,0.03
176.731233,-0.0014,0.0020,-0.0297,0.03
176.748019,0.0034,-0.0027,-0.0250,0.03
176.764831,-0.0013,0.0022,-0.0345,0.03
176.781809,0.0034,-0.0025,-0.0297,0.03
176.796099,-0.0013,0.0023,-0.0250,0.03
176.812939,0.0035,0.0023,-0.0345,0.03
176.829533,-0.0013,0.0024,-0.0250,0.03
176.849414,0.0035,-0.0024,-0.0250,0.03
176.864089,0.0035,-0.0024,-0.0297,0.03
176.882110,-0.0014,-0.0024,-0.0345,0.03
176.897469,-0.0014,-0.0024,-0.0297,0.03
176.914162,0.0034,-0.0024,-0.0345,0.03
176.931178,-0.0014,-0.0023,-0.0345,0.03
176.947710,0.0033,-0.0070,-0.0250,0.03
176.968750,0.0033,-0.0022,-0.0297,0.03
176.981723,-0.0015,-0.0023,-0.0297,0.03
176.998700,-0.0016,-0.0023,-0.0297,0.03
177.019796,-0.0015,0.0025,-0.0297,0.03
177.032091,-0.0015,-0.0022,-0.0297,0.03
177.049097,-0.0016,-0.0022,-0.0345,0.03
177.065692,-0.0015,-0.0023,-0.0345,0.03
177.082498,0.0033,0.0026,-0.0250,0.03
177.099620,0.0033,-0.0022,-0.0297,0.03
177.116345,-0.0014,0.0025,-0.0250,0.03
177.133277,-0.0015,0.0025,-0.0250,0.03
177.150094,0.0032,0.0026,-0.0297,0.03
177.167035,-0.0016,0.0027,-0.0297,0.03
177.183336,-0.0016,-0.0021,-0.0250,0.03
177.200103,-0.0016,0.0027,-0.0297,0.03
177.217348,0.0031,0.0026,-0.0297,0.03
177.234766,0.0031,0.0027,-0.0297,0.03
177.251394,-0.0018,-0.0021,-0.0297,0.03
177.268242,-0.0018,0.0028,-0.0250,0.03
177.285116,-0.0018,0.0027,-0.0297,0.03
177.302876,-0.0019,-0.0021,-0.0250,0.03
177.319011,-0.0066,-0.0022,-0.0297,0.03
177.335334,-0.0019,-0.0022,-0.0250,0.03
177.352595,0.0029,-0.0022,-0.0345,0.03
177.370114,-0.0020,-0.0023,-0.0250,0.03
177.386673,0.0027,-0.0022,-0.0297,0.03
177.403558,-0.0020,0.0025,-0.0345,0.03
177.420401,-0.0021,0.0025,-0.0345,0.03
177.437095,-0.0020,-0.0023,-0.0250,0.03
177.454543,0.0028,-0.0022,-0.0345,0.03
177.470464,-0.0020,-0.0021,-0.0250,0.03
177.488066,-0.0068,-0.0021,-0.0250,0.03
177.505032,-0.0021,0.0025,-0.0345,0.03
177.521177,-0.0021,0.0026,-0.0250,0.03
177.538592,-0.0021,-0.0022,-0.0297,0.03
177.556339,-0.0020,0.0025,-0.0250,0.03
177.571948,-0.0020,0.0025,-0.0250,0.03
177.588810,-0.0021,-0.0023,-0.0297,0.03
177.605703,-0.0069,-0.0071,-0.0345,0.04
177.622577,-0.0020,0.0025,-0.0297,0.03
177.639479,0.0027,0.0025,-0.0250,0.03
177.656655,-0.0021,-0.0022,-0.0345,0.03
177.673718,-0.0021,-0.0022,-0.0250,0.03
177.689471,0.0027,0.0025,-0.0297,0.03
177.706465,-0.0020,0.0025,-0.0297,0.03
177.723771,0.0027,0.0024,-0.0345,0.03
177.740183,-0.0020,-0.0023,-0.0250,0.03
177.757213,-0.0021,-0.0022,-0.0250,0.03
177.775004,-0.0021,0.0024,-0.0297,0.03
177.791461,-0.0020,0.0023,-0.0250,0.03
177.808341,0.0027,-0.0025,-0.0345,0.03
177.831185,0.0027,-0.0027,-0.0297,0.03
177.849299,-0.0020,-0.0074,-0.0345,0.04
177.864286,-0.0020,-0.0026,-0.0250,0.03
177.879189,-0.0020,0.0023,-0.0297,0.03
177.899037,-0.0020,0.0023,-0.0297,0.03
177.912567,0.0027,-0.0073,-0.0297,0.03
177.931628,0.0027,0.0023,-0.0297,0.03
177.946892,0.0026,-0.0023,-0.0297,0.03
177.967175,-0.0021,-0.0023,-0.0345,0.03
177.979576,-0.0021,0.0072,-0.0345,0.04
177.996580,0.0027,-0.0024,-0.0297,0.03
178.013400,-0.0068,-0.0025,-0.0250,0.03
178.029853,0.0028,-0.0024,-0.0297,0.03
178.049375,-0.0021,-0.0024,-0.0297,0.03
178.063581,0.0026,0.0026,-0.0297,0.03
178.079532,0.0026,-0.0021,-0.0297,0.03
178.097447,0.0024,-0.0021,-0.0250,0.03
178.119213,0.0022,-0.0020,-0.0297,0.03
178.130953,0.0021,-0.0067,-0.0249,0.03
178.146916,0.0023,-0.0019,-0.0297,0.03
178.164704,0.0023,0.0028,-0.0297,0.03
178.180928,-0.0024,-0.0019,-0.0297,0.03
178.196219,0.0024,-0.0019,-0.0202,0.02
178.214228,-0.0023,-0.0019,-0.0297,0.03
178.231417,0.0024,0.0030,-0.0250,0.03
178.249060,-0.0024,-0.0017,-0.0345,0.03
178.264000,0.0023,0.0032,-0.0250,0.03
178.280890,-0.0025,0.0033,-0.0250,0.03
178.297737,-0.0072,-0.0015,-0.0297,0.03
178.314662,-0.0024,-0.0016,-0.0297,0.03
178.331256,0.0024,0.0032,-0.0250,0.03
178.348612,-0.0024,0.0031,-0.0297,0.03
178.364763,0.0024,-0.0017,-0.0345,0.03
178.381936,0.0022,0.0031,-0.0297,0.03
178.402006,-0.0027,0.0030,-0.0345,0.03
178.415945,-0.0026,0.0030,-0.0345,0.03
178.432098,-0.0026,0.0031,-0.0297,0.03
178.449435,-0.0025,-0.0017,-0.0250,0.03
178.465919,-0.0025,-0.0017,-0.0297,0.03
178.483441,-0.0025,0.0031,-0.0297,0.03
178.499744,0.0022,-0.0016,-0.0250,0.03
178.516852,0.0023,0.0031,-0.0250,0.03
178.533729,0.0023,-0.0064,-0.0345,0.04
178.550552,-0.0026,-0.0016,-0.0249,0.03
178.567369,-0.0027,0.0033,-0.0297,0.03
178.584255,-0.0026,-0.0015,-0.0297,0.03
178.601231,-0.0026,-0.0015,-0.0345,0.03
178.617862,-0.0026,0.0032,-0.0249,0.03
178.635226,0.0021,-0.0016,-0.0297,0.03
178.651669,-0.0074,-0.0016,-0.0249,0.03
178.668220,-0.0026,-0.0015,-0.0297,0.03
178.684950,-0.0026,0.0080,-0.0297,0.03
178.701952,0.0022,0.0033,-0.0345,0.03
178.719205,-0.0026,-0.0016,-0.0297,0.03
178.735645,-0.0027,0.0032,-0.0345,0.03
178.753541,-0.0027,-0.0015,-0.0297,0.03
178.769635,-0.0025,-0.0014,-0.0297,0.03
178.786875,0.0022,0.0034,-0.0297,0.03
178.803833,-0.0025,-0.0013,-0.0297,0.03
178.820331,-0.0025,-0.0013,-0.0297,0.03
178.837425,-0.0024,0.0033,-0.0297,0.03
178.856720,-0.0024,-0.0015,-0.0297,0.03
178.870732,-0.0025,-0.0016,-0.0297,0.03
178.887738,-0.0024,-0.0015,-0.0345,0.03
178.907426,0.0024,0.0032,-0.0250,0.03
178.921644,0.0023,0.0033,-0.0297,0.03
178.939269,-0.0026,0.0082,-0.0345,0.04
178.954908,0.0022,0.0034,-0.0297,0.03
178.972017,-0.0025,-0.0013,-0.0250,0.03
178.990094,-0.0024,-0.0012,-0.0297,0.03
179.005652,0.0023,-0.0012,-0.0250,0.03
179.022778,0.0023,-0.0012,-0.0297,0.03
179.040052,-0.0025,0.0036,-0.0250,0.03
179.056441,0.0023,0.0035,-0.0202,0.02
179.073537,0.0023,-0.0013,-0.0250,0.03
179.090566,-0.0024,0.0034,-0.0297,0.03
179.107006,-0.0024,0.0034,-0.0297,0.03
179.124433,0.0024,-0.0013,-0.0345,0.03
179.140516,0.0025,-0.0013,-0.0250,0.03
179.157561,-0.0071,-0.0014,-0.0250,0.03
179.175131,-0.0023,-0.0014,-0.0297,0.03
179.191237,-0.0022,0.0033,-0.0297,0.03
179.208301,-0.0022,0.0034,-0.0345,0.03
179.224699,-0.0022,0.0033,-0.0297,0.03
179.247651,-0.0021,-0.0016,-0.0202,0.02
179.259664,-0.0021,-0.0016,-0.0297,0.03
179.283177,-0.0021,-0.0016,-0.0250,0.03
179.299093,0.0028,-0.0016,-0.0297,0.03
179.318896,-0.0021,0.0031,-0.0297,0.03
179.331463,-0.0020,-0.0015,-0.0345,0.03
179.347488,0.0028,-0.0015,-0.0345,0.03
179.363538,-0.0020,-0.0015,-0.0297,0.03
179.382091,-0.0020,0.0080,-0.0297,0.03
179.398822,0.0027,-0.0016,-0.0345,0.03
179.415384,-0.0022,-0.0015,-0.0297,0.03
179.432630,0.0027,-0.0016,-0.0297,0.03
179.448138,0.0027,0.0031,-0.0297,0.03
179.465209,-0.0022,-0.0017,-0.0250,0.03
179.482824,-0.0022,0.0031,-0.0250,0.03
179.498365,-0.0023,-0.0017,-0.0297,0.03
179.515791,-0.0022,-0.0018,-0.0202,0.02
179.531072,0.0025,0.0031,-0.0250,0.03
179.549354,-0.0023,0.0031,-0.0297,0.03
179.566495,0.0024,-0.0016,-0.0297,0.03
179.580836,-0.0071,0.0032,-0.0250,0.03
179.597172,-0.0028,0.0033,-0.0202,0.02
179.613780,0.0026,-0.0016,-0.0297,0.03
179.630572,0.0026,-0.0014,-0.0297,0.03
179.646685,-0.0026,0.0033,-0.0297,0.03
179.663498,-0.0020,-0.0015,-0.0250,0.03
179.680564,-0.0021,-0.0016,-0.0250,0.03
179.697385,-0.0020,-0.0016,-0.0297,0.03
179.714100,0.0027,-0.0017,-0.0297,0.03
179.731363,-0.0022,0.0031,-0.0297,0.03
179.748540,-0.0023,0.0030,-0.0345,0.03
179.765054,-0.0022,-0.0018,-0.0250,0.03
179.782227,0.0027,-0.0018,-0.0297,0.03
179.798947,-0.0021,-0.0018,-0.0297,0.03
179.815725,0.0028,-0.0018,-0.0250,0.03
179.833024,-0.0019,-0.0018,-0.0345,0.03
179.849517,0.0029,-0.0066,-0.0250,0.03
179.866676,-0.0019,-0.0065,-0.0297,0.03
179.883283,0.0026,-0.0018,-0.0250,0.03
179.900795,0.0026,0.0031,-0.0250,0.03
179.917332,-0.0070,0.0032,-0.0297,0.03
179.934046,0.0025,0.0032,-0.0297,0.03
179.950921,-0.0023,0.0031,-0.0250,0.03
179.967481,-0.0023,0.0031,-0.0297,0.03
179.984389,0.0026,-0.0016,-0.0297,0.03
180.001690,-0.0021,0.0032,-0.0250,0.03
180.018390,-0.0021,0.0080,-0.0250,0.03
180.034953,-0.0021,0.0032,-0.0345,0.03
180.052016,-0.0021,-0.0016,-0.0250,0.03
180.069208,-0.0021,-0.0017,-0.0297,0.03
180.085636,-0.0021,0.0079,-0.0250,0.03
180.102666,-0.0021,-0.0016,-0.0297,0.03
180.119284,-0.0021,-0.0016,-0.0250,0.03
180.135999,-0.0022,0.0032,-0.0297,0.03
180.152743,-0.0022,-0.0016,-0.0345,0.03
180.169441,-0.0021,-0.0016,-0.0250,0.03
180.186367,-0.0021,0.0032,-0.0250,0.03
180.203565,-0.0069,0.0031,-0.0345,0.04
180.220306,-0.0021,0.0031,-0.0297,0.03
180.237789,-0.0021,-0.0018,-0.0297,0.03
180.254503,-0.0021,-0.0018,-0.0297,0.03
180.271654,-0.0021,-0.0019,-0.0297,0.03
180.287882,0.0026,-0.0019,-0.0297,0.03
180.305250,-0.0021,-0.0067,-0.0297,0.03
180.321887,-0.0071,0.0029,-0.0250,0.03
180.338809,0.0024,-0.0019,-0.0297,0.03
180.355475,-0.0072,0.0029,-0.0250,0.03
180.372179,-0.0071,0.0027,-0.0345,0.04
180.389313,-0.0024,-0.0021,-0.0250,0.03
180.406322,0.0023,-0.0022,-0.0345,0.03
180.422882,-0.0024,0.0026,-0.0297,0.03
180.439789,-0.0071,0.0026,-0.0345,0.04
180.456680,-0.0022,-0.0022,-0.0345,0.03
180.474071,-0.0021,0.0025,-0.0202,0.02
180.491004,0.0026,-0.0023,-0.0250,0.03
180.507194,-0.0022,0.0024,-0.0297,0.03
180.524587,0.0025,-0.0024,-0.0345,0.03
180.542187,-0.0070,-0.0023,-0.0250,0.03
180.558143,-0.0023,-0.0023,-0.0297,0.03
180.574635,0.0025,-0.0022,-0.0345,0.03
180.592744,0.0025,0.0026,-0.0297,0.03
180.609710,-0.0071,-0.0022,-0.0250,0.03
180.625812,-0.0023,-0.0023,-0.0297,0.03
180.646915,0.0024,0.0025,-0.0297,0.03
180.664104,-0.0023,0.0024,-0.0297,0.03
180.681365,-0.0024,-0.0024,-0.0297,0.03
180.696643,-0.0071,-0.0023,-0.0297,0.03
180.715263,-0.0024,-0.0022,-0.0250,0.03
180.733984,-0.0023,-0.0070,-0.0297,0.03
180.750038,-0.0023,-0.0022,-0.0297,0.03
180.765891,0.0024,-0.0023,-0.0297,0.03
180.783113,-0.0023,-0.0023,-0.0345,0.03
180.799416,-0.0023,-0.0024,-0.0345,0.03
180.817325,-0.0023,0.0024,-0.0250,0.03
180.836437,-0.0023,-0.0024,-0.0345,0.03
180.852684,-0.0024,0.0024,-0.0345,0.03
180.863116,0.0024,0.0023,-0.0250,0.03
180.880987,-0.0024,-0.0025,-0.0297,0.03
180.897550,-0.0024,-0.0025,-0.0297,0.03
180.913920,-0.0025,-0.0026,-0.0249,0.03
180.930192,-0.0024,0.0021,-0.0249,0.03
180.947200,-0.0025,-0.0027,-0.0249,0.03
180.964210,-0.0025,0.0022,-0.0297,0.03
180.980061,-0.0073,0.0023,-0.0297,0.03
180.997162,-0.0024,0.0023,-0.0297,0.03
181.014054,-0.0024,-0.0025,-0.0345,0.03
181.030665,-0.0025,0.0022,-0.0393,0.04
181.047564,0.0023,-0.0027,-0.0249,0.03
181.064142,-0.0026,0.0021,-0.0297,0.03
181.081108,-0.0026,-0.0028,-0.0297,0.03
181.097872,-0.0026,-0.0028,-0.0297,0.03
181.114177,-0.0026,-0.0027,-0.0345,0.03
181.131275,-0.0025,-0.0028,-0.0297,0.03
181.148029,-0.0026,0.0020,-0.0297,0.03
181.165245,-0.0025,-0.0028,-0.0297,0.03
181.183336,-0.0024,-0.0028,-0.0297,0.03
181.198605,-0.0072,0.0021,-0.0297,0.03
181.216811,-0.0024,-0.0028,-0.0249,0.03
181.232518,0.0024,0.0020,-0.0297,0.03
181.249372,-0.0024,0.0021,-0.0249,0.03
181.266624,0.0024,0.0020,-0.0297,0.03
181.283587,-0.0024,-0.0028,-0.0297,0.03
181.300217,-0.0023,-0.0029,-0.0297,0.03
181.317314,-0.0071,-0.0029,-0.0250,0.03
181.334125,0.0026,0.0020,-0.0250,0.03
181.351271,-0.0070,-0.0029,-0.0250,0.03
181.367575,0.0025,-0.0030,-0.0250,0.03
181.384599,0.0026,0.0018,-0.0297,0.03
181.401460,-0.0022,-0.0030,-0.0250,0.03
181.418400,-0.0022,0.0018,-0.0345,0.03
181.435171,-0.0022,-0.0029,-0.0297,0.03
181.452791,-0.0022,-0.0030,-0.0297,0.03
181.469731,-0.0021,-0.0031,-0.0297,0.03
181.486397,0.0026,-0.0031,-0.0250,0.03
181.502696,0.0026,0.0018,-0.0297,0.03
181.519653,0.0026,0.0017,-0.0345,0.03
181.536733,0.0026,-0.0030,-0.0297,0.03
181.554639,-0.0021,0.0019,-0.0250,0.03
181.570207,-0.0021,0.0018,-0.0297,0.03
181.587109,-0.0020,0.0019,-0.0297,0.03
181.604709,-0.0020,0.0018,-0.0250,0.03
181.620759,-0.0020,-0.0029,-0.0297,0.03
181.637762,0.0028,-0.0028,-0.0297,0.03
181.653821,-0.0019,0.0019,-0.0297,0.03
181.671346,-0.0018,-0.0030,-0.0297,0.03
181.687755,-0.0018,0.0018,-0.0345,0.03
181.704670,-0.0066,-0.0030,-0.0345,0.04
181.722040,-0.0018,-0.0030,-0.0297,0.03
181.739426,-0.0018,0.0018,-0.0345,0.03
181.756005,-0.0018,-0.0031,-0.0297,0.03
181.772610,-0.0066,-0.0030,-0.0297,0.03
181.789710,-0.0017,-0.0030,-0.0297,0.03
181.806534,-0.0016,0.0018,-0.0345,0.03
181.823522,-0.0018,-0.0031,-0.0345,0.03
181.840256,-0.0017,-0.0030,-0.0345,0.03
181.857456,-0.0017,0.0017,-0.0297,0.03
181.874073,0.0031,0.0017,-0.0297,0.03
181.890996,-0.0064,-0.0030,-0.0345,0.04
181.907903,-0.0015,-0.0029,-0.0297,0.03
181.924335,0.0032,-0.0028,-0.0297,0.03
181.941306,0.0032,0.0019,-0.0345,0.03
181.958358,-0.0015,0.0020,-0.0250,0.03
181.975199,-0.0063,-0.0029,-0.0250,0.03
181.992551,-0.0014,-0.0029,-0.0345,0.03
182.016204,-0.0013,-0.0028,-0.0250,0.03
182.027675,0.0035,0.0020,-0.0297,0.03
182.048266,-0.0013,-0.0027,-0.0345,0.03
182.063832,-0.0014,0.0022,-0.0345,0.03
182.080548,-0.0012,0.0023,-0.0250,0.03
182.097635,-0.0060,-0.0025,-0.0345,0.04
182.114978,-0.0011,-0.0024,-0.0345,0.03
182.130192,0.0036,0.0023,-0.0298,0.03
182.147294,-0.0012,-0.0071,-0.0298,0.03
182.163641,0.0036,0.0026,-0.0345,0.03
182.180492,0.0037,-0.0021,-0.0298,0.03
182.197306,-0.0059,0.0028,-0.0298,0.03
182.215065,0.0036,-0.0020,-0.0298,0.03
182.231820,-0.0013,0.0026,-0.0345,0.03
182.247226,0.0035,-0.0021,-0.0298,0.03
182.264319,0.0035,-0.0021,-0.0298,0.03
182.280824,0.0034,-0.0069,-0.0345,0.04
182.297911,-0.0014,-0.0020,-0.0297,0.03
182.314900,-0.0014,0.0028,-0.0345,0.03
182.334634,0.0035,-0.0019,-0.0250,0.03
182.349621,-0.0013,0.0029,-0.0345,0.03
182.363899,-0.0013,0.0030,-0.0345,0.03
182.380885,0.0034,0.0030,-0.0250,0.03
182.398823,-0.0015,-0.0018,-0.0297,0.03
182.415010,-0.0015,0.0029,-0.0250,0.03
182.431361,-0.0063,-0.0066,-0.0345,0.04
182.447512,-0.0015,0.0029,-0.0297,0.03
182.464546,-0.0015,0.0028,-0.0250,0.03
182.481532,0.0035,-0.0020,-0.0250,0.03
182.500514,-0.0013,0.0028,-0.0345,0.03
182.514987,-0.0013,-0.0067,-0.0250,0.03
182.533024,-0.0013,0.0030,-0.0345,0.03
182.549840,-0.0061,-0.0018,-0.0345,0.04
182.565975,0.0036,-0.0019,-0.0345,0.03
182.583914,-0.0012,-0.0066,-0.0298,0.03
182.601041,0.0037,-0.0019,-0.0298,0.03
182.616333,-0.0012,-0.0018,-0.0298,0.03
182.635100,-0.0061,-0.0019,-0.0345,0.04
182.650086,0.0034,-0.0019,-0.0345,0.03
182.667106,-0.0061,0.0030,-0.0298,0.03
182.683499,0.0034,-0.0019,-0.0298,0.03
182.700548,0.0034,0.0030,-0.0298,0.03
182.717644,0.0033,-0.0019,-0.0345,0.03
182.734622,-0.0016,-0.0019,-0.0297,0.03
182.751422,-0.0015,-0.0019,-0.0345,0.03
182.769698,-0.0015,0.0029,-0.0345,0.03
182.785260,-0.0016,0.0030,-0.0345,0.03
182.801811,-0.0063,-0.0019,-0.0297,0.03
182.818629,0.0032,0.0029,-0.0250,0.03
182.835815,-0.0017,-0.0018,-0.0297,0.03
182.852436,0.0031,-0.0017,-0.0297,0.03
182.869373,-0.0017,0.0032,-0.0393,0.04
182.886286,0.0031,0.0031,-0.0345,0.03
182.903315,0.0031,-0.0016,-0.0297,0.03
182.919984,0.0031,-0.0016,-0.0297,0.03
182.936926,-0.0064,0.0031,-0.0297,0.03
182.953730,-0.0015,-0.0015,-0.0297,0.03
182.971090,-0.0063,-0.0016,-0.0250,0.03
182.987619,0.0031,0.0032,-0.0297,0.03
183.004148,-0.0017,0.0079,-0.0297,0.03
183.021233,0.0032,-0.0017,-0.0297,0.03
183.038462,-0.0017,0.0031,-0.0250,0.03
183.055617,0.0031,0.0031,-0.0250,0.03
183.071633,0.0032,0.0030,-0.0297,0.03
183.088400,-0.0064,-0.0018,-0.0250,0.03
183.105787,0.0032,0.0030,-0.0297,0.03
183.121953,0.0032,-0.0018,-0.0345,0.03
183.139740,-0.0016,-0.0019,-0.0250,0.03
183.155676,0.0031,-0.0018,-0.0297,0.03
183.172598,0.0031,-0.0068,-0.0345,0.04
183.190431,0.0030,-0.0020,-0.0297,0.03
183.207419,-0.0019,-0.0020,-0.0297,0.03
183.224174,-0.0068,-0.0068,-0.0297,0.03
183.240870,0.0028,-0.0021,-0.0297,0.03
183.259627,-0.0019,-0.0020,-0.0345,0.03
183.274632,-0.0018,0.0029,-0.0345,0.03
183.291122,-0.0018,0.0028,-0.0297,0.03
183.307908,-0.0023,0.0029,-0.0297,0.03
183.324726,-0.0022,-0.0020,-0.0297,0.03
183.341805,-0.0023,0.0028,-0.0250,0.03
183.359220,-0.0023,-0.0020,-0.0345,0.03
183.375290,-0.0018,0.0028,-0.0297,0.03
183.392155,-0.0018,-0.0020,-0.0202,0.02
183.408888,-0.0018,0.0030,-0.0297,0.03
183.425964,0.0029,-0.0019,-0.0297,0.03
183.443155,-0.0018,0.0029,-0.0297,0.03
183.466304,0.0030,0.0028,-0.0345,0.03
183.477287,-0.0018,0.0029,-0.0250,0.03
183.493868,-0.0018,0.0028,-0.0297,0.03
183.515929,0.0030,-0.0019,-0.0297,0.03
183.533614,-0.0017,0.0029,-0.0297,0.03
183.550254,0.0030,-0.0019,-0.0345,0.03
183.569319,0.0029,-0.0018,-0.0297,0.03
183.583435,0.0029,-0.0019,-0.0297,0.03
183.599687,-0.0020,0.0028,-0.0345,0.03
183.616564,0.0028,-0.0020,-0.0297,0.03
183.631230,-0.0020,-0.0019,-0.0345,0.03
183.652069,-0.0020,0.0030,-0.0345,0.03
183.666579,0.0028,-0.0017,-0.0297,0.03
183.684675,0.0028,-0.0065,-0.0345,0.04
183.700025,-0.0020,-0.0017,-0.0393,0.04
183.717070,-0.0068,-0.0016,-0.0297,0.03
183.733073,-0.0020,-0.0018,-0.0393,0.04
183.749476,-0.0020,-0.0019,-0.0297,0.03
183.766029,0.0029,-0.0020,-0.0345,0.03
183.783175,-0.0067,-0.0068,-0.0297,0.03
183.799052,-0.0020,-0.0021,-0.0345,0.03
183.816225,-0.0020,-0.0021,-0.0297,0.03
183.834751,0.0027,0.0026,-0.0345,0.03
183.848760,-0.0021,-0.0022,-0.0297,0.03
183.864854,0.0027,0.0026,-0.0345,0.03
183.881862,-0.0020,0.0025,-0.0345,0.03
183.899695,-0.0020,0.0026,-0.0297,0.03
183.916848,0.0028,-0.0021,-0.0250,0.03
183.933657,-0.0019,-0.0021,-0.0297,0.03
183.949821,-0.0019,-0.0068,-0.0345,0.04
183.968189,-0.0067,0.0028,-0.0345,0.04
183.983083,0.0022,0.0027,-0.0345,0.03
184.001903,-0.0026,-0.0020,-0.0297,0.03
184.018574,0.0022,0.0029,-0.0441,0.04
184.033602,0.0022,-0.0019,-0.0297,0.03
184.052155,0.0022,-0.0019,-0.0345,0.03
184.067180,-0.0026,-0.0018,-0.0345,0.03
184.083494,-0.0025,0.0029,-0.0297,0.03
184.101310,-0.0025,0.0028,-0.0345,0.03
184.117356,0.0029,-0.0069,-0.0345,0.04
184.134434,-0.0018,-0.0021,-0.0393,0.04
184.152089,-0.0018,-0.0022,-0.0297,0.03
184.167835,-0.0018,0.0026,-0.0345,0.03
184.185407,-0.0018,0.0026,-0.0345,0.03
184.202125,0.0029,0.0026,-0.0345,0.03
184.219258,0.0029,0.0024,-0.0345,0.03
184.236363,-0.0019,-0.0023,-0.0345,0.03
184.253142,0.0030,0.0024,-0.0345,0.03
184.269505,-0.0018,-0.0024,-0.0297,0.03
184.286820,-0.0018,0.0023,-0.0297,0.03
184.303549,0.0030,-0.0025,-0.0297,0.03
184.322657,0.0030,0.0023,-0.0345,0.03
184.337190,-0.0016,-0.0025,-0.0345,0.03
184.353673,0.0030,-0.0026,-0.0250,0.03
184.371360,0.0030,-0.0025,-0.0345,0.03
184.387681,-0.0066,-0.0024,-0.0297,0.03
184.404347,-0.0065,-0.0025,-0.0297,0.03
184.421421,0.0029,-0.0025,-0.0250,0.03
184.438022,0.0030,-0.0024,-0.0297,0.03
184.454935,0.0030,0.0024,-0.0345,0.03
184.472576,-0.0018,0.0025,-0.0297,0.03
184.488549,0.0030,0.0071,-0.0297,0.03
184.505834,0.0031,-0.0025,-0.0345,0.03
184.522630,-0.0023,0.0024,-0.0345,0.03
184.539494,-0.0023,-0.0023,-0.0345,0.03
184.556144,0.0025,-0.0024,-0.0297,0.03
184.572887,-0.0024,-0.0025,-0.0345,0.03
184.589692,0.0031,0.0022,-0.0345,0.03
184.606659,-0.0017,0.0071,-0.0297,0.03
184.623119,-0.0017,-0.0026,-0.0297,0.03
184.640225,-0.0017,-0.0027,-0.0345,0.03
184.657356,0.0025,-0.0027,-0.0345,0.03
184.674419,-0.0022,-0.0027,-0.0297,0.03
184.691294,-0.0023,-0.0027,-0.0345,0.03
184.708034,0.0024,0.0020,-0.0345,0.03
184.725221,-0.0018,-0.0027,-0.0393,0.04
184.741861,-0.0024,0.0021,-0.0345,0.03
184.758729,-0.0017,-0.0027,-0.0345,0.03
184.775655,0.0030,-0.0028,-0.0345,0.03
184.792815,-0.0017,0.0019,-0.0345,0.03
184.810100,0.0024,0.0019,-0.0297,0.03
184.826640,-0.0023,0.0019,-0.0297,0.03
184.843800,-0.0017,-0.0029,-0.0345,0.03
184.868088,-0.0065,-0.0029,-0.0393,0.04
184.876933,-0.0018,-0.0029,-0.0393,0.04
184.902249,-0.0017,-0.0029,-0.0297,0.03
184.916332,-0.0016,0.0019,-0.0297,0.03
184.933672,-0.0016,0.0018,-0.0345,0.03
184.950417,-0.0016,0.0066,-0.0345,0.04
184.966703,-0.0016,0.0019,-0.0345,0.03
184.983860,-0.0017,0.0019,-0.0345,0.03
184.998999,-0.0017,-0.0028,-0.0297,0.03
185.016700,0.0071,-0.0028,-0.0297,0.03
185.033123,-0.0018,-0.0028,-0.0297,0.03
185.050603,0.0022,-0.0027,-0.0297,0.03
185.066256,-0.0075,0.0069,-0.0250,0.03
185.082786,-0.0021,-0.0027,-0.0345,0.03
185.101373,-0.0021,-0.0027,-0.0393,0.04
185.116231,0.0020,0.0020,-0.0345,0.03
185.132186,-0.0028,-0.0028,-0.0297,0.03
185.151913,-0.0029,-0.0027,-0.0345,0.03
