# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 50 Hz
# Recording started at: 2025-11-06 23:57:27.431
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
3.898250,0.0085,-0.3607,-0.0239,0.36
3.915095,0.0084,-0.3646,-0.0192,0.37
3.930511,0.0131,-0.3542,-0.0288,0.36
3.947281,0.0035,-0.3533,-0.0288,0.35
3.963650,0.0083,-0.3524,-0.0288,0.35
3.979790,0.0035,-0.3561,-0.0289,0.36
3.996412,0.0082,-0.3551,-0.0241,0.36
4.016160,0.0082,-0.3542,-0.0290,0.36
4.030319,0.0035,-0.3533,-0.0242,0.35
4.047854,0.0034,-0.3477,-0.0195,0.35
4.063489,0.0082,-0.3514,-0.0291,0.35
4.081517,0.0032,-0.3504,-0.0243,0.35
4.096669,0.0080,-0.3495,-0.0244,0.35
4.113466,-0.0016,-0.3486,-0.0244,0.35
4.131157,0.0031,-0.3524,-0.0244,0.35
4.147434,0.0030,-0.3419,-0.0149,0.34
4.164063,0.0078,-0.3457,-0.0293,0.35
4.181811,0.0079,-0.3447,-0.0245,0.35
4.201730,0.0031,-0.3437,-0.0246,0.34
4.215981,0.0078,-0.3427,-0.0246,0.34
4.230337,0.0029,-0.3418,-0.0342,0.34
4.246564,0.0029,-0.3408,-0.0295,0.34
4.264786,0.0077,-0.3398,-0.0199,0.34
4.281449,0.0077,-0.3389,-0.0248,0.34
4.297868,0.0029,-0.3428,-0.0296,0.34
4.314174,0.0076,-0.3370,-0.0296,0.34
4.331197,0.0076,-0.3361,-0.0249,0.34
4.348448,0.0028,-0.3305,-0.0297,0.33
4.364810,0.0076,-0.3343,-0.0201,0.33
4.381680,0.0029,-0.3286,-0.0250,0.33
4.398800,0.0077,-0.3326,-0.0250,0.33
4.416313,0.0078,-0.3316,-0.0250,0.33
4.432018,0.0078,-0.3307,-0.0251,0.33
4.449295,0.0078,-0.3347,-0.0251,0.34
4.465744,0.0030,-0.3337,-0.0251,0.33
4.483431,-0.0017,-0.3282,-0.0252,0.33
4.499866,0.0030,-0.3274,-0.0252,0.33
4.519307,0.0031,-0.3264,-0.0348,0.33
4.533364,0.0031,-0.3304,-0.0252,0.33
4.550357,0.0079,-0.3248,-0.0253,0.33
4.567969,0.0079,-0.3290,-0.0301,0.33
4.584116,0.0032,-0.3281,-0.0253,0.33
4.601205,0.0030,-0.3225,-0.0301,0.32
4.618592,0.0030,-0.3216,-0.0302,0.32
4.635060,0.0077,-0.3161,-0.0254,0.32
4.652223,0.0077,-0.3200,-0.0207,0.32
4.668821,0.0029,-0.3192,-0.0255,0.32
4.687541,0.0030,-0.3183,-0.0255,0.32
4.703202,0.0078,-0.3176,-0.0303,0.32
4.718835,0.0077,-0.3216,-0.0208,0.32
4.735791,0.0077,-0.3159,-0.0208,0.32
4.752848,0.0076,-0.3200,-0.0256,0.32
4.769702,0.0076,-0.3143,-0.0304,0.32
4.786417,0.0028,-0.3135,-0.0305,0.31
4.803469,0.0028,-0.3127,-0.0305,0.31
4.820353,0.0028,-0.3166,-0.0209,0.32
4.836997,0.0028,-0.3110,-0.0305,0.31
4.853728,0.0029,-0.3196,-0.0210,0.32
4.871494,0.0076,-0.3140,-0.0210,0.31
4.888201,0.0028,-0.3084,-0.0306,0.31
4.904592,0.0028,-0.3076,-0.0259,0.31
4.921701,0.0028,-0.3068,-0.0307,0.31
4.938492,0.0030,-0.3060,-0.0259,0.31
4.954870,0.0031,-0.3052,-0.0260,0.31
4.971733,0.0079,-0.3092,-0.0260,0.31
4.988593,0.0031,-0.3036,-0.0308,0.31
5.005218,0.0032,-0.3076,-0.0260,0.31
5.021918,0.0082,-0.3019,-0.0213,0.30
5.039152,0.0036,-0.3011,-0.0309,0.30
5.056870,0.0085,-0.3003,-0.0213,0.30
5.073706,0.0038,-0.2995,-0.0262,0.30
5.090484,-0.0008,-0.3034,-0.0262,0.30
5.107306,0.0041,-0.2977,-0.0262,0.30
5.123759,0.0088,-0.2968,-0.0263,0.30
5.140736,0.0088,-0.2960,-0.0311,0.30
5.158111,-0.0008,-0.3001,-0.0263,0.30
5.174925,0.0088,-0.2947,-0.0263,0.30
5.191921,0.0040,-0.2892,-0.0311,0.29
5.208812,0.0088,-0.2885,-0.0264,0.29
5.229958,0.0041,-0.2877,-0.0264,0.29
5.248742,0.0041,-0.2917,-0.0216,0.29
5.263119,0.0040,-0.2861,-0.0264,0.29
5.280372,0.0039,-0.2902,-0.0313,0.29
5.302206,0.0086,-0.2896,-0.0313,0.29
5.314447,0.0037,-0.2889,-0.0265,0.29
5.329337,0.0037,-0.2880,-0.0265,0.29
5.345562,0.0036,-0.2873,-0.0266,0.29
5.366671,0.0083,-0.2817,-0.0314,0.28
5.383877,0.0035,-0.2904,-0.0266,0.29
5.397908,0.0035,-0.2849,-0.0219,0.29
5.415686,-0.0013,-0.2842,-0.0314,0.29
5.431169,0.0035,-0.2835,-0.0315,0.29
5.447511,0.0083,-0.2875,-0.0315,0.29
5.463474,0.0034,-0.2822,-0.0219,0.28
5.482270,0.0034,-0.2815,-0.0220,0.28
5.496252,0.0034,-0.2808,-0.0268,0.28
5.514573,0.0082,-0.2800,-0.0316,0.28
5.530330,0.0035,-0.2841,-0.0268,0.29
5.547046,-0.0013,-0.2834,-0.0316,0.29
5.564492,-0.0012,-0.2825,-0.0317,0.28
5.579827,0.0035,-0.2771,-0.0317,0.28
5.598776,0.0036,-0.2764,-0.0221,0.28
5.613565,-0.0012,-0.2757,-0.0269,0.28
5.631493,0.0035,-0.2750,-0.0270,0.28
5.647628,0.0083,-0.2742,-0.0222,0.28
5.663954,0.0036,-0.2735,-0.0270,0.27
5.681577,-0.0012,-0.2727,-0.0366,0.28
5.697853,0.0082,-0.2720,-0.0318,0.27
5.716797,-0.0014,-0.2759,-0.0271,0.28
5.731968,0.0032,-0.2753,-0.0271,0.28
5.748276,-0.0014,-0.2746,-0.0271,0.28
5.765654,0.0033,-0.2739,-0.0319,0.28
5.782025,0.0032,-0.2684,-0.0271,0.27
5.798724,0.0081,-0.2725,-0.0272,0.27
5.815660,0.0035,-0.2669,-0.0224,0.27
5.832719,0.0034,-0.2711,-0.0272,0.27
5.849962,0.0036,-0.2655,-0.0320,0.27
5.866589,0.0036,-0.2649,-0.0320,0.27
5.882786,0.0037,-0.2690,-0.0273,0.27
5.899876,0.0037,-0.2682,-0.0273,0.27
5.917056,0.0037,-0.2628,-0.0273,0.26
5.934580,0.0084,-0.2573,-0.0321,0.26
5.951288,0.0037,-0.2616,-0.0274,0.26
5.967275,0.0084,-0.2609,-0.0226,0.26
5.983971,0.0036,-0.2650,-0.0322,0.27
6.000818,0.0084,-0.2643,-0.0322,0.27
6.017199,0.0035,-0.2589,-0.0274,0.26
6.034720,0.0035,-0.2582,-0.0322,0.26
6.051749,0.0035,-0.2623,-0.0323,0.26
6.068693,0.0036,-0.2569,-0.0275,0.26
6.085688,0.0036,-0.2564,-0.0323,0.26
6.102585,-0.0012,-0.2557,-0.0227,0.26
6.119278,0.0084,-0.2551,-0.0275,0.26
6.136234,0.0036,-0.2593,-0.0228,0.26
6.153129,0.0083,-0.2585,-0.0324,0.26
6.169939,0.0034,-0.2531,-0.0276,0.25
6.186795,0.0034,-0.2526,-0.0276,0.25
6.203486,0.0082,-0.2519,-0.0228,0.25
6.220449,0.0033,-0.2561,-0.0324,0.26
6.237287,0.0033,-0.2556,-0.0325,0.26
6.254274,0.0081,-0.2501,-0.0277,0.25
6.271236,-0.0015,-0.2495,-0.0277,0.25
6.288153,0.0033,-0.2537,-0.0277,0.26
6.304757,0.0033,-0.2484,-0.0277,0.25
6.321700,0.0033,-0.2478,-0.0325,0.25
6.338425,0.0034,-0.2472,-0.0278,0.25
6.355618,-0.0015,-0.2466,-0.0326,0.25
6.372302,0.0033,-0.2459,-0.0278,0.25
6.389350,-0.0015,-0.2453,-0.0278,0.25
6.406278,0.0033,-0.2448,-0.0326,0.25
6.423937,0.0032,-0.2489,-0.0231,0.25
6.439282,0.0033,-0.2482,-0.0279,0.25
6.455997,0.0032,-0.2428,-0.0231,0.24
6.472913,-0.0015,-0.2422,-0.0279,0.24
6.489966,0.0034,-0.2464,-0.0279,0.25
6.506746,0.0083,-0.2410,-0.0279,0.24
6.523578,0.0034,-0.2357,-0.0232,0.24
6.541098,0.0033,-0.2446,-0.0280,0.25
6.558180,0.0032,-0.2441,-0.0280,0.25
6.575876,0.0080,-0.2387,-0.0328,0.24
6.600684,0.0032,-0.2380,-0.0328,0.24
6.608583,0.0031,-0.2423,-0.0328,0.24
6.631520,0.0031,-0.2418,-0.0280,0.24
6.648099,0.0031,-0.2413,-0.0233,0.24
6.665323,0.0080,-0.2360,-0.0281,0.24
6.682391,0.0032,-0.2354,-0.0281,0.24
6.697950,0.0032,-0.2348,-0.0281,0.24
6.712822,0.0032,-0.2343,-0.0281,0.24
6.731575,0.0033,-0.2431,-0.0186,0.24
6.747544,0.0033,-0.2377,-0.0282,0.24
6.764937,0.0033,-0.2371,-0.0282,0.24
6.782822,0.0032,-0.2366,-0.0282,0.24
6.796393,0.0079,-0.2361,-0.0282,0.24
6.814891,0.0031,-0.2355,-0.0282,0.24
6.830032,0.0032,-0.2349,-0.0234,0.24
6.848529,0.0032,-0.2343,-0.0282,0.24
6.864071,0.0031,-0.2242,-0.0330,0.23
6.880322,0.0031,-0.2332,-0.0283,0.23
6.898601,0.0030,-0.2327,-0.0235,0.23
6.914119,0.0078,-0.2273,-0.0235,0.23
6.930631,0.0125,-0.2268,-0.0235,0.23
6.948332,-0.0020,-0.2311,-0.0331,0.23
6.963876,0.0028,-0.2258,-0.0283,0.23
6.980295,0.0027,-0.2253,-0.0331,0.23
6.997556,-0.0020,-0.2296,-0.0284,0.23
7.014052,0.0027,-0.2290,-0.0236,0.23
7.032829,0.0028,-0.2333,-0.0236,0.23
7.049241,0.0022,-0.2280,-0.0284,0.23
7.064436,0.0022,-0.2226,-0.0284,0.22
7.081903,0.0028,-0.2268,-0.0332,0.23
7.097738,0.0075,-0.2261,-0.0332,0.23
7.115223,0.0027,-0.2256,-0.0285,0.23
7.131724,0.0027,-0.2249,-0.0285,0.23
7.148437,0.0077,-0.2194,-0.0285,0.22
7.165375,0.0029,-0.2189,-0.0237,0.22
7.181925,0.0029,-0.2231,-0.0285,0.22
7.198955,0.0077,-0.2178,-0.0333,0.22
7.216381,-0.0019,-0.2220,-0.0286,0.22
7.233056,0.0028,-0.2166,-0.0286,0.22
7.250028,-0.0021,-0.2161,-0.0286,0.22
7.266459,0.0074,-0.2156,-0.0286,0.22
7.282919,-0.0021,-0.2198,-0.0334,0.22
7.300136,0.0075,-0.2191,-0.0334,0.22
7.317362,0.0020,-0.2187,-0.0286,0.22
7.333939,0.0020,-0.2135,-0.0286,0.22
7.351130,0.0020,-0.2128,-0.0287,0.21
7.367838,0.0021,-0.2076,-0.0239,0.21
7.384396,0.0026,-0.2118,-0.0335,0.21
7.401286,0.0073,-0.2112,-0.0335,0.21
7.417627,0.0072,-0.2155,-0.0239,0.22
7.434764,0.0024,-0.2102,-0.0287,0.21
7.451369,0.0017,-0.2098,-0.0287,0.21
7.468083,0.0018,-0.2092,-0.0287,0.21
7.485168,0.0025,-0.2135,-0.0383,0.22
7.501955,0.0025,-0.2130,-0.0240,0.21
7.519594,0.0067,-0.2125,-0.0288,0.21
7.536287,0.0019,-0.2119,-0.0288,0.21
7.553683,0.0019,-0.2113,-0.0336,0.21
7.570122,0.0019,-0.2061,-0.0288,0.21
7.587073,0.0024,-0.2007,-0.0288,0.20
7.604158,0.0024,-0.2051,-0.0336,0.21
7.620533,0.0023,-0.1998,-0.0336,0.20
7.637911,0.0070,-0.2041,-0.0337,0.21
7.654805,0.0016,-0.2037,-0.0241,0.21
7.671175,0.0017,-0.1984,-0.0241,0.20
7.688885,0.0070,-0.2074,-0.0289,0.21
7.705235,0.0016,-0.2020,-0.0289,0.20
7.722091,0.0022,-0.2062,-0.0337,0.21
7.738511,-0.0025,-0.2009,-0.0289,0.20
7.755746,0.0023,-0.2004,-0.0337,0.20
7.772849,0.0024,-0.2093,-0.0338,0.21
7.790506,0.0024,-0.1993,-0.0338,0.20
7.806653,0.0071,-0.1988,-0.0242,0.20
7.823017,-0.0024,-0.1984,-0.0290,0.20
7.840104,0.0024,-0.2026,-0.0290,0.20
7.857326,0.0016,-0.2020,-0.0290,0.20
7.873602,0.0017,-0.1966,-0.0290,0.20
7.890841,0.0069,-0.2009,-0.0386,0.20
7.907987,0.0020,-0.2004,-0.0338,0.20
7.923870,0.0014,-0.1951,-0.0339,0.20
7.940730,0.0063,-0.1946,-0.0291,0.20
7.957191,0.0062,-0.1941,-0.0291,0.20
7.974491,0.0016,-0.1983,-0.0243,0.20
7.991611,0.0017,-0.1931,-0.0291,0.20
8.009422,0.0017,-0.1980,-0.0339,0.20
8.026023,0.0067,-0.1976,-0.0339,0.20
8.042561,0.0019,-0.1924,-0.0387,0.20
8.064895,0.0025,-0.1913,-0.0244,0.19
8.082267,0.0026,-0.1908,-0.0340,0.19
8.098129,0.0025,-0.1952,-0.0292,0.20
8.115398,0.0025,-0.1900,-0.0340,0.19
8.131446,0.0073,-0.1895,-0.0388,0.19
8.149337,0.0025,-0.1891,-0.0292,0.19
8.164994,0.0025,-0.1886,-0.0340,0.19
8.181849,0.0026,-0.1882,-0.0245,0.19
8.199031,0.0074,-0.1877,-0.0292,0.19
8.215316,0.0025,-0.1825,-0.0245,0.18
8.231952,-0.0023,-0.1868,-0.0293,0.19
8.249988,0.0024,-0.1912,-0.0341,0.19
8.264661,0.0024,-0.1859,-0.0245,0.19
8.284225,0.0023,-0.1807,-0.0293,0.18
8.299168,-0.0025,-0.1851,-0.0293,0.19
8.314905,0.0023,-0.1846,-0.0389,0.19
8.330981,0.0017,-0.1843,-0.0341,0.19
8.350026,0.0065,-0.1790,-0.0293,0.18
8.366453,0.0066,-0.1833,-0.0293,0.19
8.382035,0.0066,-0.1829,-0.0341,0.19
8.398120,0.0071,-0.1825,-0.0294,0.18
8.416213,0.0023,-0.1820,-0.0342,0.19
8.433452,-0.0025,-0.1816,-0.0294,0.18
8.451462,0.0069,-0.1811,-0.0342,0.18
8.465899,0.0021,-0.1805,-0.0342,0.18
8.480974,0.0022,-0.1848,-0.0294,0.19
8.497790,0.0022,-0.1795,-0.0294,0.18
8.515665,0.0023,-0.1790,-0.0294,0.18
8.532225,0.0022,-0.1785,-0.0294,0.18
8.548276,0.0023,-0.1829,-0.0342,0.19
8.566042,0.0024,-0.1776,-0.0342,0.18
8.581904,0.0024,-0.1820,-0.0295,0.18
8.599366,0.0064,-0.1815,-0.0295,0.18
8.616196,0.0065,-0.1811,-0.0295,0.18
8.632878,0.0017,-0.1807,-0.0343,0.18
8.650053,-0.0032,-0.1754,-0.0295,0.18
8.667798,0.0064,-0.1797,-0.0295,0.18
8.684614,0.0063,-0.1745,-0.0295,0.18
8.702329,0.0016,-0.1788,-0.0247,0.18
8.717552,0.0016,-0.1687,-0.0295,0.17
8.733988,0.0069,-0.1731,-0.0343,0.18
8.750718,0.0020,-0.1727,-0.0296,0.18
8.767542,0.0020,-0.1817,-0.0344,0.18
8.784530,0.0067,-0.1717,-0.0344,0.18
8.801632,0.0019,-0.1808,-0.0296,0.18
8.818278,-0.0030,-0.1755,-0.0296,0.18
8.835412,0.0019,-0.1702,-0.0296,0.17
8.852389,0.0019,-0.1650,-0.0248,0.17
8.869256,0.0014,-0.1741,-0.0248,0.18
8.885926,0.0061,-0.1688,-0.0296,0.17
8.902073,0.0013,-0.1635,-0.0297,0.17
8.923939,0.0013,-0.1678,-0.0344,0.17
8.935896,0.0018,-0.1721,-0.0297,0.17
8.953297,0.0018,-0.1669,-0.0249,0.17
8.969998,0.0018,-0.1665,-0.0297,0.17
8.986993,-0.0030,-0.1708,-0.0297,0.17
9.003753,0.0012,-0.1704,-0.0297,0.17
